"Country","ISO_TER1","Forest_ha","Protected_forest_ha","Deforested_ha","Protected_deforested_ha","perc_restorable","perc_restorable_TNC","perc_restorable_Gold","Unprotected_forest_ha","Unprotected_deforested_ha","Unprotected_restorable_ha","Protected_restorable_ha","Protected_forest_prop","Protected_deforested_prop","Growth_rate_GMW","total_rate_10_16","erosion_rate_10_16","ewe_rate_10_16","commodities_rate_10_16","npc_rate_10_16","settle_rate_10_16","zscore_growth","zscore_loss"
"Pakistan","PAK",64432.6308105453,23176.8023487998,7469.69910029104,2597.53561016956,0.40711606,0.40711606,0.47578947368421,41255.8284617455,4872.16349012148,1983.53600377411,1057.49846332193,0.359705975951033,0.347743004811044,0.00267651989743129,-0.000448447121019944,-0.000240166099232328,-0.000167221943254696,0,-3.42882615346295e-05,-4.28564694007305e-06,-0.174866910248195,0.0938005156016848
"Palau","PLW",6180.38941897645,5115.04541698484,25.0490555880725,23.1631560237832,0.55,0.55,0.781812515360747,1065.34400199161,1.8858995642893,1.03724476035912,12.7397358130808,0.827625100981413,0.924711749803961,0.000441326473371262,-0.0003951828626663,-0.000109734609069685,-1.61689806729361e-05,-0.000234130143051256,-3.04283480356619e-05,-4.12840336814991e-06,-0.328136497621103,0.164293530603766
"Panama","PAN",153056.886582785,28123.9237515551,4343.55146298675,550.325575426903,0.49317738791423,0.783738674,0.49317738791423,124932.96283123,3793.22588755985,1870.7332349954,271.408129791436,0.183748176115836,0.126699448623197,0.000594705479592163,-0.000170176450252008,-6.63193081554939e-05,-2.30645924277922e-05,-1.34539576811718e-05,-3.36369307730704e-05,-3.36369307730704e-05,-0.317619136241056,0.462080093228458
"Papua New Guinea","PNG",480984.063983002,20995.5627934751,14917.5388138043,369.425523608854,0.271168108776267,0.942495127,0.271168108776267,459988.501189527,14548.1132901955,3944.98436716519,100.176420570695,0.0436512649080554,0.0247645089595474,0.00111132530066847,-0.000387313397598768,-0.000324453536494671,-5.09108948346006e-05,0,-1.11662196936382e-05,-6.56815744158767e-07,-0.282193966341798,0.174708438014674
"Phillippines","PHL",269136.07926454,51920.4944456928,19426.3382631035,1619.85622997607,0.856384434,0.856384434,0.897181628392484,217215.584818847,17806.4820331274,15249.194037471,1387.21966066943,0.192915400222721,0.0833845374273477,0.00447019761717272,-0.000286498791876445,-5.01809953044612e-05,-6.33781839691552e-06,-0.000196584525591033,-3.01067840910603e-05,-2.64072837632049e-06,-0.0518725237107707,0.308132346152624
"Puerto Rico","PRI",8852.74603935779,4427.62586431273,439.878675741346,267.260009382378,0.898795181,0.898795181,0.981481481481482,4425.12017504506,172.618666358968,155.148825474087,240.212008506896,0.500141520453458,0.607576643564168,0.000228803651764808,-0.00046365163321398,-1.59665341566458e-05,0,0,-0.000447642155590923,0,-0.342709413246357,0.0736779805411703
"Qatar","QAT",444.393419950452,0,27.0220140522584,0,0.304347826,0.304347826,1,444.393419950452,27.0220140522584,8.22409123094629,0,0,0,0.00538114820121741,-0.000668003566256452,0,0,0,-0.000668003566256452,0,0.01059232547442,-0.196773243730532
"Saint-Martin","MAF",15.7074375021875,15.430144561492,3.31604290120006,3.31604294929399,0.669006536411181,1,0.669006536411181,0.277292940695499,0,0,2.21845440809789,0.982346392232541,1,0.012827368988166,-0.000553544372269844,-0.000206387956809968,-6.60014914536001e-05,-7.71280923574107e-05,-0.000179866864626616,-2.46299612403808e-05,0.521187594419938,-0.0452912945169826
"Saint Kitts and Nevis","KNA",28.9787568918765,0.117003256101953,1.4604959289223,0,0,0,0.669006536411181,28.8617536357745,1.4604959289223,0,0,0.0040375526299664,0,0.00100897814886646,-0.000553544372269844,-0.000206387956809968,-6.60014914536001e-05,-7.71280923574107e-05,-0.000179866864626616,-2.46299612403808e-05,-0.289212019256876,-0.0452912945169826
"Saint Lucia","LCA",166.688523114994,108.662697951596,0.772541877770424,0,0.651407727343199,1,0.651407727343199,58.025825163398,0.772541877770424,0.503239748875879,0,0.651890699617228,0,0.000653759453814908,-0.000644067719957287,-0.00027776830200969,-7.38728189889869e-05,-6.59333621469275e-05,-0.000202744728829188,-2.2871556286353e-05,-0.313569742499816,-0.165095153686515
"Saint Vincent","VCT",31.445842792435,21.9715760185912,0.596600475682318,0.59660048520714,0,0,0.651407727343199,9.4742667738438,0,0,0,0.698711628230774,1,0,-0.000644067719957287,-0.00027776830200969,-7.38728189889869e-05,-6.59333621469275e-05,-0.000202744728829188,-2.2871556286353e-05,-0.358398722689522,-0.165095153686515
"Samoa","WSM",305.824089223363,59.8217283802589,0.475411694923043,0,0,0,0.59580303091862,246.002360843104,0.475411694923043,0,0,0.195608294075773,0,0,-0.000138240369013093,-1.57239484794729e-05,-2.58218835732447e-05,0,-9.24130171868925e-05,-4.26901633418597e-06,-0.358398722689522,0.504346159132077
"Sao Tome and Principe","STP",0.673130919310078,0,0,0,0,0,0.668391316254463,0.673130919310078,0,0,0,0,0,0.04512461498126,-0.000497508588031335,-0.000217309567764501,-5.02773234332489e-05,-3.09674704655398e-05,-0.000177054286404046,-2.02508244067574e-05,3.28105081469248,0.0288697189106709
"Saudi Arabia","SAU",6406.04106518428,754.19895616911,796.658237447255,59.839686993777,0.478599222,0.478599222,0.701986754966887,5651.84210901517,736.818550453478,352.640785002202,28.6392276399452,0.11773245730004,0.0751133725617679,0.00236177373292602,-0.000259504399124848,-6.48382294373523e-05,-3.24159617216801e-05,-1.6207192764929e-05,-0.000162142893094482,0,-0.19644938908052,0.343858294321772
"Senegal","SEN",125276.528754284,69284.2464211737,8962.09125464201,5377.36633146727,0.153846153846154,0.885707819,0.153846153846154,55992.2823331103,3584.72492317474,551.496142026883,827.287127918042,0.553050496450672,0.600012450072075,0.000453698034609102,-1.48827241437275e-05,-1.48827241437275e-05,0,0,-8.26783143870149e-07,0,-0.327288166525606,0.667604835384774
"Seychelles","SYC",112.229375345641,40.4620663013846,6.34348760118484,0,0.710041117674125,0.75,0.710041117674125,71.7673090442564,6.34348760118484,4.50413702629724,0,0.360530085610569,0,0.0146836263433909,-0.000559700509044506,-0.000127717431001307,-0.000138028105139746,-0.000127143069746365,-0.000162264501595964,-3.6445337734541e-06,0.648473133036307,-0.0534386836936016
"Sierra Leone","SLE",127284.817083823,21144.1543966911,1575.44475610872,304.467724821966,0.810126582278481,0.843728581,0.810126582278481,106140.662687132,1270.97703128675,1029.65227851079,246.657397324124,0.166116862019503,0.193258267953481,0.000304252996026883,-0.000176503195912901,-3.01905021505925e-05,0,-9.43370417220287e-07,-0.000132123840926517,-1.3207671777418e-05,-0.337535771565898,0.453706910336723
"Singapore","SGP",522.269749948248,47.3251693635613,21.9625042937219,1.71839928566478,0.5,1,0.5,474.944580584687,20.2441050080571,10.1220525040286,0.85919964283239,0.0906144178717048,0.0782424109146785,0,0,0,0,0,0,0,-0.358398722689522,0.687301497438529
"Solomon Islands","SLB",53107.6120853307,5525.55373918006,2074.47238217115,143.438201602101,0.602649006622517,0.927543953,0.602649006622517,47582.0583461506,1931.03418056905,1163.73583067406,86.4428897072265,0.104044477283254,0.0691444257512737,0.00226538549378816,-8.42691302078076e-05,-2.71789352982613e-05,-5.16437671464893e-05,0,-5.43543249784134e-06,0,-0.203058833024493,0.57577483315062
"Somalia","SOM",2129.98282625315,0,160.904751586717,0,0.835714286,0.835714286,1,2129.98282625315,160.904751586717,134.470399586301,0,0,0,0.00843195439374732,0,0,0,0,0,0,0.219789346748054,0.687301497438529
"South Africa","ZAF",2500.81094528254,864.268360744701,181.632815221353,55.4553464917268,0.416666666666667,0.88372093,0.416666666666667,1636.54258453784,126.177468729626,52.573945304011,23.1063943715529,0.345595240765813,0.30531568001159,0.000695706935938955,-0.000173701596407274,-0.000173701596407274,0,0,0,0,-0.310693359092779,0.457414709939765
"Sri Lanka","LKA",19844.3958103968,948.550520057941,3976.89285326046,93.2671932027538,0.772090517,0.772090517,0.833333333333333,18895.8452903389,3883.62566005771,2998.51054370842,72.0107154190531,0.0477994154682694,0.0234522771027861,0.00565851847680182,-2.47879392260145e-05,0,0,0,-2.47879392260145e-05,0,0.029611899901725,0.654495698095027
"Sudan","SDN",454.930679891812,93.7757364480533,14.501454115472,4.56760807845816,0.285714286,0.285714286,0.825745033112583,361.154943443758,9.93384603701382,2.83824172769933,1.30503088086451,0.206131924253502,0.314975866701868,0.00160906574599951,-0.000133316991764026,-2.43143360390071e-05,-1.96004499507839e-05,-6.07769728684839e-06,-8.93619626974849e-05,0,-0.248063375291595,0.510862042709674
"Suriname","SUR",76716.8381447228,53221.1743723059,11359.4230280623,8812.95108727077,0.638574502,0.638574502,0.679179091387476,23495.6637724169,2546.47194079153,1626.11205144792,5627.72585170429,0.693735243257896,0.775827351926174,0.00805086203868488,-0.00198780694029767,-0.000915758181799769,-0.000272214861427735,-0.000364255513249028,-0.000427450090105964,0,0.19365743915444,-1.94347773041227
"Taiwan","TWN",170.073989081058,130.22502167753,33.8071396748275,0,0.735294118,0.735294118,0.845990156099204,39.848967403528,33.8071396748275,24.8581909493051,0,0.765696285370623,0,0,-0.00049741477118629,-0.000122882825593085,-7.7465754434226e-06,-0.000323951399979249,-3.0724346859308e-05,-1.12260555031446e-05,-0.358398722689522,0.0289938815756477
"Tanzania","TZA",112156.535224017,94460.941064668,4555.29881283768,3066.29777720199,0.815724815724816,0.823113745,0.815724815724816,17695.594159349,1489.00103563569,1214.61509540798,2501.25518926551,0.842224136792345,0.673127692207719,0.00307415615415851,-0.000234586282097175,-2.19355971186249e-05,-0.000127541055928005,-2.05645377147351e-05,-6.44440339024625e-05,-1.37089024241349e-06,-0.147600569744031,0.376836378533381
"Thailand","THA",226134.374218825,23944.572274393,19808.1277763749,1014.00501774317,0.664367816091954,0.895764971,0.664367816091954,202189.801944432,18794.1227586317,12486.2102925163,673.672299144313,0.105886477264276,0.0511913608994673,0.00312054167615437,-0.000270033991420313,-3.96158982186566e-05,0,-0.000179782474915242,-6.3149470786309e-06,-4.4783883583328e-05,-0.144419865228773,0.329922819941901
"Tonga","TON",869.443557011491,189.167611576823,32.8458465209335,0.49987602490969,0.662615972677598,1,0.662615972677598,680.275945434668,32.3459704960238,21.4329567024237,0.331225838463745,0.217573193856358,0.015218850413586,0.00128298771869688,-0.000127441230820865,-2.73609130261402e-05,-3.82807694747329e-05,0,-5.85895313855814e-05,-2.28042067619929e-06,-0.270422891992957,0.518638366216609
"Trinidad and Tobago","TTO",5309.91381558667,3462.214781235,522.918199615131,357.521122979818,0.654135338345865,0.951612903,0.654135338345865,1847.69903435167,165.397076635313,108.192072686257,233.867200746197,0.652028432377197,0.683703728887146,0.00203391736355777,-0.00126852530709245,-0.000143122951402978,-2.38452917878337e-05,-2.38452917878337e-05,-0.00102844075582918,-7.15461125675474e-05,-0.218930848586327,-0.991538615375509
"Turks and Caicos Islands","TCA",11841.4039693906,9262.23606603073,1253.94896417849,834.386384883672,0.342857143,0.342857143,0.690389278573186,2579.16790335987,419.562579294818,143.850027246732,286.075332079314,0.782190700526147,0.665406973265703,0.000596513203737159,-0.00062902588724093,-0.000275337171794741,-0.000120338331828806,-5.64120432591269e-05,-0.000160709478569422,-1.82844385972398e-05,-0.317495178676219,-0.145187918101014
"United Arab Emirates","ARE",7294.97250841065,1117.78029938936,752.926310254796,183.874721134111,0.642076503,0.642076503,0.8125,6177.19220902129,569.051589120685,365.374654369202,118.06163793589,0.153226115396683,0.244213435803414,0.000671825460758099,0,0,0,0,0,0,-0.312330937213502,0.687301497438529
"United States","USA",188714.561488877,170565.432817958,27862.4010178988,23849.2382288122,0.561128526645768,0.838960175,0.561128526645768,18149.1286709185,4013.16278908665,2251.90012302981,13382.4879089573,0.903827619195203,0.855964933298154,0.0036713791877405,-1.16696792912665e-05,-1.84252661993307e-06,0,0,-7.98442913635096e-06,-1.84252661993307e-06,-0.106648351944266,0.671857165671306
"Vanuatu","VUT",1773.59508414075,0,20.9476339585632,0,0.662615972677598,0.769230769,0.662615972677598,1773.59508414075,20.9476339585632,13.8802368507476,0,0,0,0.00135243773205818,-0.000127441230820865,-2.73609130261402e-05,-3.82807694747329e-05,0,-5.85895313855814e-05,-2.28042067619929e-06,-0.265660630805022,0.518638366216609
"Venezuela","VEN",283315.28493176,177970.214793601,14658.7534411009,6448.99641202841,0.241093366093366,0.876860228,0.241093366093366,105345.070138159,8209.75702907249,1979.31795694776,1554.81025289997,0.628170184451811,0.439941666113737,0.00240315196316707,-0.00060498637346139,-0.000428592611001791,-6.25909923897392e-05,-5.00641446890362e-06,-0.000100156873712863,-8.13549988116249e-06,-0.193612039879775,-0.113372628488746
"Vietnam","VNM",158927.00068074,21154.2065398059,21457.5511708947,2648.87649548424,0.646537100760917,0.830113989,0.646537100760917,137772.794140934,18808.6746754105,12160.5059937952,1712.59692966412,0.133106435339464,0.123447287828315,0.0042631321278944,-0.00179981844383117,-0.00107182401838582,-6.9466007853271e-07,-0.00066193308572271,-2.5704351380792e-05,-3.47365511752788e-05,-0.0660712242613523,-1.69468282907999
"Virgin Islands","VIR",206.085817683327,87.1606328372615,3.90260126119256,2.33567511892021,0.67901188851566,1,0.67901188851566,118.925184846066,1.56692614227235,1.06396147902891,1.58595117345705,0.422933677906906,0.598491868012791,0.000280979876646606,-0.000602175815935231,-0.000254850886820344,-0.000103227511806694,-6.43301178976593e-05,-0.000160903542194265,-2.01932591997055e-05,-0.339131634083163,-0.109652973320729
"Yemen","YEM",1751.59327130628,243.235372076168,25.5285054724187,0.0597790684059262,0.428571429,0.428571429,0.784043915170011,1508.35789923011,25.4687264040128,10.9151684697778,0.0256196007710165,0.138865212638532,0.00234165954095951,0.000459148428735084,-0.000205834754791812,-4.48659743025725e-05,-2.51889623046619e-05,-3.71654673645674e-06,-0.000110410087548647,-2.50121303352747e-05,-0.326914427210826,0.414887820688325
